Product_ID,Machine_ID,Machine_Status,Queue_Length,Processing_Time,Worker_Available,Shift,Material_Type,Temperature,Previous_Wait_Time,Current_Wait_Time,Next_Machine,Recommended_Machine,Expected_Waiting_Time,Worker_Status,Machine_Load,Shift_Code,Queue_Category,Temperature_Level,Bottleneck_Flag,Delay_Level
P0232,Lathe_M1,Idle,23,43,No,Morning,Ceramic_Hybrid,43,15,19,Assembly_M4,Lathe_M1,17,0,0,0,High,Normal,1,Medium
P0423,Polishing_M3,Busy,20,5,Yes,Night,Bearing_Steel_Chrome,30,28,27,Assembly_M4,Lathe_M1,15,1,1,2,High,Normal,1,Medium
P0212,Assembly_M4,Maintenance,11,25,Yes,Night,Ceramic_Hybrid,76,3,9,Grinding_M2,Grinding_M2,9,1,2,2,Medium,Hot,0,Low
P0112,Grinding_M2,Maintenance,19,22,No,Evening,Bearing_Stainless,46,9,38,Grinding_M2,Assembly_M4,9,0,2,,High,Normal,1,Low
P0410,Grinding_M2,Maintenance,6,34,Yes,Evening,Bearing_Steel_Chrome,42,28,20,Packaging_Line,Assembly_M4,21,1,2,,Medium,Normal,0,High
P0314,Polishing_M3,Overloaded,4,33,No,Evening,Bearing_Steel_Chrome,71,6,47,Grinding_M2,Grinding_M2,22,0,3,,Low,Hot,0,High
P0082,Polishing_M3,Idle,13,23,No,Night,Ceramic_Hybrid,59,25,46,Packaging_Line,Grinding_M2,28,0,0,2,Medium,Warm,0,High
P0371,Lathe_M1,Idle,5,7,No,Morning,Bearing_Stainless,58,14,54,Grinding_M2,Polishing_M3,2,0,0,0,Medium,Warm,0,Low
P0188,Lathe_M1,Idle,14,41,Yes,Morning,Ceramic_Hybrid,39,29,36,Grinding_M2,Grinding_M2,21,1,0,0,Medium,Normal,0,High
P0195,Assembly_M4,Busy,16,38,No,Morning,Ceramic_Hybrid,56,19,51,Polishing_M3,Assembly_M4,20,0,1,0,High,Warm,1,High
P0004,Assembly_M4,Busy,22,39,Yes,Evening,Bearing_Stainless,61,12,45,Grinding_M2,Lathe_M1,5,1,1,,High,Warm,1,Low
P0426,Lathe_M1,Idle,24,37,No,Evening,Ceramic_Hybrid,49,15,41,Polishing_M3,Polishing_M3,8,0,0,,High,Normal,1,Low
P0372,Assembly_M4,Maintenance,20,42,Yes,Evening,Bearing_Steel_Chrome,64,3,23,Grinding_M2,Grinding_M2,27,1,2,,High,Warm,1,High
P0135,Lathe_M1,Overloaded,8,9,Yes,Morning,Bearing_Steel_Chrome,29,26,30,Grinding_M2,Lathe_M1,19,1,3,0,Medium,Normal,0,Medium
P0484,Lathe_M1,Overloaded,3,20,Yes,Evening,Bearing_Steel_Chrome,31,19,25,Polishing_M3,Grinding_M2,1,1,3,,Low,Normal,0,Low
P0162,Lathe_M1,Maintenance,2,35,Yes,Evening,Bearing_Stainless,49,22,12,Packaging_Line,Lathe_M1,1,1,2,,Low,Normal,0,Low
P0258,Polishing_M3,Maintenance,6,11,Yes,Night,Ceramic_Hybrid,32,20,21,Assembly_M4,Lathe_M1,11,1,2,2,Medium,Normal,0,Medium
P0414,Assembly_M4,Maintenance,14,15,Yes,Evening,Ceramic_Hybrid,62,10,54,Packaging_Line,Grinding_M2,20,1,2,,Medium,Warm,0,High
P0036,Lathe_M1,Idle,1,8,Yes,Evening,Bearing_Stainless,74,29,37,Packaging_Line,Polishing_M3,11,1,0,,Low,Hot,0,Medium
P0162,Assembly_M4,Idle,2,44,Yes,Evening,Bearing_Stainless,29,21,25,Packaging_Line,Polishing_M3,22,1,0,,Low,Normal,0,High
P0405,Lathe_M1,Maintenance,21,41,No,Morning,Bearing_Steel_Chrome,84,12,48,Polishing_M3,Assembly_M4,22,0,2,0,High,Hot,1,High
P0136,Polishing_M3,Maintenance,8,17,Yes,Night,Bearing_Steel_Chrome,78,21,7,Polishing_M3,Lathe_M1,13,1,2,2,Medium,Hot,0,Medium
P0363,Grinding_M2,Maintenance,21,15,No,Morning,Bearing_Steel_Chrome,35,22,56,Packaging_Line,Polishing_M3,21,0,2,0,High,Normal,1,High
P0037,Lathe_M1,Maintenance,6,21,Yes,Morning,Bearing_Steel_Chrome,72,15,37,Packaging_Line,Assembly_M4,11,1,2,0,Medium,Hot,0,Medium
P0180,Grinding_M2,Busy,12,5,Yes,Evening,Bearing_Stainless,58,10,17,Packaging_Line,Grinding_M2,5,1,1,,Medium,Warm,0,Low
P0045,Lathe_M1,Busy,8,41,Yes,Night,Ceramic_Hybrid,71,8,18,Packaging_Line,Polishing_M3,16,1,1,2,Medium,Hot,0,Medium
P0152,Assembly_M4,Busy,5,38,Yes,Evening,Bearing_Steel_Chrome,40,20,41,Packaging_Line,Lathe_M1,4,1,1,,Medium,Normal,0,Low
P0199,Polishing_M3,Busy,13,10,Yes,Evening,Bearing_Stainless,32,25,7,Assembly_M4,Assembly_M4,4,1,1,,Medium,Normal,0,Low
P0238,Polishing_M3,Maintenance,0,38,No,Night,Bearing_Stainless,69,10,16,Grinding_M2,Assembly_M4,10,0,2,2,Low,Warm,0,Medium
P0007,Grinding_M2,Maintenance,9,27,Yes,Morning,Bearing_Steel_Chrome,30,25,28,Packaging_Line,Assembly_M4,21,1,2,0,Medium,Normal,0,High
P0003,Lathe_M1,Maintenance,23,35,No,Morning,Ceramic_Hybrid,71,27,45,Packaging_Line,Polishing_M3,24,0,2,0,High,Hot,1,High
P0294,Polishing_M3,Idle,1,22,Yes,Morning,Bearing_Stainless,36,4,11,Grinding_M2,Lathe_M1,9,1,0,0,Low,Normal,0,Low
P0477,Lathe_M1,Maintenance,7,29,Yes,Night,Ceramic_Hybrid,30,2,50,Packaging_Line,Lathe_M1,16,1,2,2,Medium,Normal,0,Medium
P0019,Polishing_M3,Busy,15,8,Yes,Morning,Bearing_Stainless,53,7,51,Assembly_M4,Polishing_M3,28,1,1,0,High,Warm,1,High
P0045,Polishing_M3,Overloaded,21,12,No,Evening,Bearing_Stainless,56,2,17,Polishing_M3,Grinding_M2,27,0,3,,High,Warm,1,High
P0120,Polishing_M3,Maintenance,17,22,No,Evening,Bearing_Steel_Chrome,37,23,18,Polishing_M3,Lathe_M1,11,0,2,,High,Normal,1,Medium
P0246,Lathe_M1,Idle,6,26,Yes,Evening,Bearing_Steel_Chrome,60,18,55,Grinding_M2,Lathe_M1,14,1,0,,Medium,Warm,0,Medium
P0160,Grinding_M2,Maintenance,9,33,No,Evening,Bearing_Steel_Chrome,30,19,8,Packaging_Line,Lathe_M1,11,0,2,,Medium,Normal,0,Medium
P0491,Assembly_M4,Maintenance,12,44,Yes,Morning,Bearing_Stainless,34,24,32,Polishing_M3,Polishing_M3,11,1,2,0,Medium,Normal,0,Medium
P0391,Assembly_M4,Idle,2,19,No,Night,Bearing_Stainless,32,21,54,Polishing_M3,Grinding_M2,27,0,0,2,Low,Normal,0,High
P0406,Polishing_M3,Maintenance,20,5,No,Night,Bearing_Steel_Chrome,53,25,34,Polishing_M3,Assembly_M4,8,0,2,2,High,Warm,1,Low
P0338,Assembly_M4,Maintenance,2,37,Yes,Evening,Ceramic_Hybrid,44,26,20,Grinding_M2,Grinding_M2,9,1,2,,Low,Normal,0,Low
P0141,Grinding_M2,Busy,16,35,No,Night,Bearing_Stainless,72,24,10,Packaging_Line,Lathe_M1,23,0,1,2,High,Hot,1,High
P0221,Lathe_M1,Overloaded,6,44,No,Night,Ceramic_Hybrid,66,15,15,Grinding_M2,Assembly_M4,2,0,3,2,Medium,Warm,0,Low
P0447,Grinding_M2,Overloaded,11,31,No,Night,Bearing_Steel_Chrome,82,13,17,Grinding_M2,Lathe_M1,8,0,3,2,Medium,Hot,0,Low
P0199,Grinding_M2,Overloaded,15,33,Yes,Evening,Ceramic_Hybrid,59,29,33,Polishing_M3,Polishing_M3,13,1,3,,High,Warm,1,Medium
P0385,Polishing_M3,Maintenance,11,6,No,Evening,Bearing_Steel_Chrome,57,9,45,Packaging_Line,Lathe_M1,25,0,2,,Medium,Warm,0,High
P0053,Polishing_M3,Overloaded,7,36,No,Evening,Bearing_Steel_Chrome,62,29,19,Polishing_M3,Grinding_M2,23,0,3,,Medium,Warm,0,High
P0129,Grinding_M2,Maintenance,23,17,Yes,Night,Ceramic_Hybrid,45,23,16,Packaging_Line,Assembly_M4,13,1,2,2,High,Normal,1,Medium
P0489,Grinding_M2,Overloaded,6,27,No,Morning,Ceramic_Hybrid,74,15,47,Grinding_M2,Polishing_M3,28,0,3,0,Medium,Hot,0,High
P0013,Grinding_M2,Maintenance,13,21,Yes,Morning,Bearing_Steel_Chrome,48,22,38,Grinding_M2,Lathe_M1,19,1,2,0,Medium,Normal,0,Medium
P0342,Lathe_M1,Busy,15,26,No,Evening,Bearing_Steel_Chrome,34,23,12,Packaging_Line,Lathe_M1,21,0,1,,High,Normal,1,High
P0434,Assembly_M4,Idle,4,11,No,Evening,Ceramic_Hybrid,50,14,20,Grinding_M2,Grinding_M2,5,0,0,,Low,Warm,0,Low
P0486,Lathe_M1,Idle,15,13,Yes,Morning,Ceramic_Hybrid,46,24,48,Polishing_M3,Grinding_M2,8,1,0,0,High,Normal,1,Low
P0272,Polishing_M3,Maintenance,12,41,Yes,Night,Ceramic_Hybrid,38,17,47,Packaging_Line,Assembly_M4,20,1,2,2,Medium,Normal,0,High
P0066,Grinding_M2,Idle,11,19,Yes,Morning,Bearing_Stainless,80,13,30,Assembly_M4,Lathe_M1,9,1,0,0,Medium,Hot,0,Low
P0253,Assembly_M4,Idle,0,39,No,Evening,Bearing_Stainless,68,21,49,Packaging_Line,Lathe_M1,23,0,0,,Low,Warm,0,High
P0311,Grinding_M2,Idle,5,14,Yes,Night,Ceramic_Hybrid,72,28,37,Polishing_M3,Grinding_M2,16,1,0,2,Medium,Hot,0,Medium
P0011,Assembly_M4,Idle,3,10,Yes,Night,Ceramic_Hybrid,43,3,22,Packaging_Line,Polishing_M3,10,1,0,2,Low,Normal,0,Medium
P0063,Assembly_M4,Maintenance,3,5,Yes,Night,Ceramic_Hybrid,71,11,54,Polishing_M3,Lathe_M1,16,1,2,2,Low,Hot,0,Medium
P0080,Grinding_M2,Maintenance,12,6,No,Morning,Ceramic_Hybrid,76,5,5,Packaging_Line,Grinding_M2,7,0,2,0,Medium,Hot,0,Low
P0217,Grinding_M2,Overloaded,22,30,Yes,Evening,Bearing_Stainless,35,27,46,Packaging_Line,Polishing_M3,1,1,3,,High,Normal,1,Low
P0008,Grinding_M2,Idle,10,28,Yes,Night,Ceramic_Hybrid,34,15,18,Grinding_M2,Grinding_M2,7,1,0,2,Medium,Normal,0,Low
P0338,Grinding_M2,Overloaded,22,26,Yes,Night,Bearing_Steel_Chrome,84,5,31,Packaging_Line,Assembly_M4,24,1,3,2,High,Hot,1,High
P0467,Lathe_M1,Idle,1,43,No,Night,Bearing_Steel_Chrome,75,15,23,Packaging_Line,Polishing_M3,7,0,0,2,Low,Hot,0,Low
P0310,Polishing_M3,Idle,11,7,Yes,Evening,Bearing_Steel_Chrome,71,6,12,Packaging_Line,Polishing_M3,14,1,0,,Medium,Hot,0,Medium
P0133,Polishing_M3,Overloaded,3,11,Yes,Night,Ceramic_Hybrid,31,19,50,Packaging_Line,Assembly_M4,8,1,3,2,Low,Normal,0,Low
P0260,Lathe_M1,Busy,11,14,Yes,Evening,Bearing_Steel_Chrome,38,10,42,Polishing_M3,Lathe_M1,5,1,1,,Medium,Normal,0,Low
P0219,Polishing_M3,Busy,0,5,Yes,Evening,Ceramic_Hybrid,81,21,53,Packaging_Line,Assembly_M4,11,1,1,,Low,Hot,0,Medium
P0044,Polishing_M3,Overloaded,11,7,No,Night,Ceramic_Hybrid,30,12,49,Grinding_M2,Assembly_M4,11,0,3,2,Medium,Normal,0,Medium
P0358,Grinding_M2,Maintenance,7,33,No,Night,Bearing_Steel_Chrome,34,3,28,Polishing_M3,Polishing_M3,14,0,2,2,Medium,Normal,0,Medium
P0296,Lathe_M1,Idle,15,21,Yes,Night,Ceramic_Hybrid,56,12,38,Assembly_M4,Assembly_M4,24,1,0,2,High,Warm,1,High
P0489,Grinding_M2,Maintenance,22,9,Yes,Morning,Bearing_Stainless,53,17,52,Polishing_M3,Assembly_M4,26,1,2,0,High,Warm,1,High
P0203,Lathe_M1,Idle,1,20,Yes,Morning,Bearing_Stainless,49,6,12,Assembly_M4,Lathe_M1,29,1,0,0,Low,Normal,0,High
P0275,Lathe_M1,Idle,19,29,No,Evening,Ceramic_Hybrid,66,24,38,Packaging_Line,Assembly_M4,3,0,0,,High,Warm,1,Low
P0395,Grinding_M2,Maintenance,17,38,Yes,Night,Bearing_Stainless,56,22,33,Packaging_Line,Polishing_M3,9,1,2,2,High,Warm,1,Low
P0391,Polishing_M3,Busy,1,43,Yes,Evening,Ceramic_Hybrid,31,15,9,Packaging_Line,Polishing_M3,8,1,1,,Low,Normal,0,Low
P0350,Lathe_M1,Busy,22,22,Yes,Evening,Ceramic_Hybrid,62,15,22,Polishing_M3,Assembly_M4,17,1,1,,High,Warm,1,Medium
P0494,Assembly_M4,Busy,8,20,Yes,Night,Ceramic_Hybrid,45,11,46,Packaging_Line,Grinding_M2,4,1,1,2,Medium,Normal,0,Low
P0493,Polishing_M3,Maintenance,11,12,No,Evening,Bearing_Steel_Chrome,71,22,59,Grinding_M2,Grinding_M2,19,0,2,,Medium,Hot,0,Medium
P0187,Polishing_M3,Idle,14,44,Yes,Morning,Bearing_Steel_Chrome,64,20,13,Grinding_M2,Lathe_M1,24,1,0,0,Medium,Warm,0,High
P0186,Assembly_M4,Idle,16,44,Yes,Night,Ceramic_Hybrid,68,28,19,Polishing_M3,Grinding_M2,4,1,0,2,High,Warm,1,Low
P0322,Polishing_M3,Idle,5,20,No,Morning,Bearing_Steel_Chrome,50,26,41,Grinding_M2,Lathe_M1,23,0,0,0,Medium,Warm,0,High
P0455,Assembly_M4,Idle,12,21,Yes,Morning,Ceramic_Hybrid,81,23,31,Packaging_Line,Grinding_M2,20,1,0,0,Medium,Hot,0,High
P0367,Assembly_M4,Overloaded,21,41,No,Night,Bearing_Stainless,43,8,39,Polishing_M3,Grinding_M2,13,0,3,2,High,Normal,1,Medium
P0002,Assembly_M4,Idle,13,35,Yes,Morning,Ceramic_Hybrid,69,3,50,Packaging_Line,Lathe_M1,20,1,0,0,Medium,Warm,0,High
P0282,Polishing_M3,Idle,6,41,No,Evening,Ceramic_Hybrid,38,10,14,Grinding_M2,Assembly_M4,7,0,0,,Medium,Normal,0,Low
P0350,Grinding_M2,Maintenance,13,29,No,Morning,Ceramic_Hybrid,70,26,32,Packaging_Line,Polishing_M3,2,0,2,0,Medium,Hot,0,Low
P0034,Grinding_M2,Overloaded,16,8,No,Evening,Bearing_Steel_Chrome,37,19,7,Grinding_M2,Lathe_M1,19,0,3,,High,Normal,1,Medium
P0490,Polishing_M3,Busy,4,37,Yes,Night,Bearing_Steel_Chrome,65,25,12,Assembly_M4,Polishing_M3,3,1,1,2,Low,Warm,0,Low
P0364,Grinding_M2,Idle,1,37,No,Morning,Bearing_Steel_Chrome,36,23,17,Grinding_M2,Lathe_M1,10,0,0,0,Low,Normal,0,Medium
P0108,Assembly_M4,Busy,16,9,No,Morning,Bearing_Steel_Chrome,81,28,13,Polishing_M3,Polishing_M3,13,0,1,0,High,Hot,1,Medium
P0020,Grinding_M2,Idle,19,27,Yes,Night,Bearing_Steel_Chrome,54,12,59,Assembly_M4,Grinding_M2,4,1,0,2,High,Warm,1,Low
P0450,Polishing_M3,Idle,20,13,No,Evening,Bearing_Steel_Chrome,31,17,27,Grinding_M2,Assembly_M4,26,0,0,,High,Normal,1,High
P0393,Grinding_M2,Busy,22,35,Yes,Evening,Ceramic_Hybrid,81,6,10,Packaging_Line,Grinding_M2,19,1,1,,High,Hot,1,Medium
P0064,Assembly_M4,Maintenance,0,32,No,Night,Bearing_Stainless,42,25,17,Assembly_M4,Lathe_M1,1,0,2,2,Low,Normal,0,Low
P0128,Grinding_M2,Busy,9,11,No,Evening,Bearing_Stainless,61,14,26,Assembly_M4,Lathe_M1,16,0,1,,Medium,Warm,0,Medium
P0483,Lathe_M1,Maintenance,23,18,Yes,Evening,Bearing_Stainless,35,20,27,Assembly_M4,Assembly_M4,2,1,2,,High,Normal,1,Low
P0003,Lathe_M1,Overloaded,7,17,No,Night,Bearing_Stainless,63,13,32,Grinding_M2,Lathe_M1,8,0,3,2,Medium,Warm,0,Low
P0169,Lathe_M1,Maintenance,15,32,No,Evening,Bearing_Steel_Chrome,28,29,16,Packaging_Line,Grinding_M2,16,0,2,,High,Normal,1,Medium
P0265,Lathe_M1,Idle,20,40,No,Morning,Bearing_Steel_Chrome,44,27,30,Assembly_M4,Lathe_M1,22,0,0,0,High,Normal,1,High
P0163,Lathe_M1,Maintenance,23,13,No,Morning,Ceramic_Hybrid,29,18,53,Polishing_M3,Lathe_M1,2,0,2,0,High,Normal,1,Low
P0169,Grinding_M2,Overloaded,1,11,No,Morning,Ceramic_Hybrid,60,14,24,Polishing_M3,Grinding_M2,11,0,3,0,Low,Warm,0,Medium
P0069,Lathe_M1,Overloaded,2,6,Yes,Evening,Ceramic_Hybrid,72,4,19,Packaging_Line,Polishing_M3,17,1,3,,Low,Hot,0,Medium
P0121,Polishing_M3,Overloaded,15,11,Yes,Night,Ceramic_Hybrid,72,6,38,Assembly_M4,Assembly_M4,1,1,3,2,High,Hot,1,Low
P0208,Grinding_M2,Overloaded,21,20,Yes,Night,Bearing_Stainless,61,4,51,Grinding_M2,Lathe_M1,16,1,3,2,High,Warm,1,Medium
P0045,Lathe_M1,Overloaded,10,25,Yes,Evening,Bearing_Stainless,65,9,26,Packaging_Line,Grinding_M2,19,1,3,,Medium,Warm,0,Medium
P0238,Assembly_M4,Idle,21,9,No,Morning,Bearing_Steel_Chrome,41,6,18,Grinding_M2,Assembly_M4,7,0,0,0,High,Normal,1,Low
P0142,Lathe_M1,Idle,8,32,Yes,Evening,Bearing_Stainless,55,18,39,Grinding_M2,Assembly_M4,8,1,0,,Medium,Warm,0,Low
P0061,Assembly_M4,Busy,21,33,No,Morning,Bearing_Steel_Chrome,34,19,39,Polishing_M3,Polishing_M3,12,0,1,0,High,Normal,1,Medium
P0491,Polishing_M3,Overloaded,15,11,No,Night,Bearing_Steel_Chrome,54,20,59,Grinding_M2,Polishing_M3,28,0,3,2,High,Warm,1,High
P0378,Polishing_M3,Maintenance,22,12,No,Evening,Bearing_Stainless,41,22,30,Packaging_Line,Lathe_M1,25,0,2,,High,Normal,1,High
P0055,Grinding_M2,Maintenance,6,37,Yes,Morning,Ceramic_Hybrid,64,20,33,Assembly_M4,Polishing_M3,20,1,2,0,Medium,Warm,0,High
P0240,Assembly_M4,Idle,19,14,No,Evening,Bearing_Stainless,36,25,37,Grinding_M2,Lathe_M1,24,0,0,,High,Normal,1,High
P0200,Lathe_M1,Overloaded,24,29,No,Morning,Bearing_Steel_Chrome,77,5,8,Assembly_M4,Grinding_M2,9,0,3,0,High,Hot,1,Low
P0093,Lathe_M1,Idle,14,30,Yes,Evening,Ceramic_Hybrid,39,27,32,Packaging_Line,Lathe_M1,7,1,0,,Medium,Normal,0,Low
P0004,Grinding_M2,Overloaded,11,39,No,Evening,Ceramic_Hybrid,76,10,18,Grinding_M2,Grinding_M2,13,0,3,,Medium,Hot,0,Medium
P0344,Grinding_M2,Busy,23,37,No,Evening,Bearing_Stainless,56,20,34,Grinding_M2,Lathe_M1,16,0,1,,High,Warm,1,Medium
P0383,Grinding_M2,Maintenance,11,14,Yes,Evening,Bearing_Steel_Chrome,26,19,17,Assembly_M4,Assembly_M4,29,1,2,,Medium,Normal,0,High
P0479,Lathe_M1,Idle,23,42,Yes,Night,Ceramic_Hybrid,36,29,33,Packaging_Line,Polishing_M3,22,1,0,2,High,Normal,1,High
P0452,Grinding_M2,Overloaded,3,5,No,Night,Ceramic_Hybrid,67,24,44,Grinding_M2,Polishing_M3,2,0,3,2,Low,Warm,0,Low
P0398,Grinding_M2,Maintenance,1,37,No,Night,Bearing_Steel_Chrome,28,7,34,Grinding_M2,Lathe_M1,21,0,2,2,Low,Normal,0,High
P0331,Lathe_M1,Maintenance,19,24,Yes,Evening,Ceramic_Hybrid,50,16,11,Assembly_M4,Polishing_M3,7,1,2,,High,Warm,1,Low
P0401,Polishing_M3,Overloaded,17,33,No,Night,Ceramic_Hybrid,47,3,24,Assembly_M4,Polishing_M3,15,0,3,2,High,Normal,1,Medium
P0142,Lathe_M1,Busy,0,21,No,Evening,Ceramic_Hybrid,44,26,17,Polishing_M3,Assembly_M4,12,0,1,,Low,Normal,0,Medium
P0070,Assembly_M4,Overloaded,23,41,No,Night,Bearing_Steel_Chrome,31,9,27,Assembly_M4,Assembly_M4,14,0,3,2,High,Normal,1,Medium
P0426,Polishing_M3,Busy,3,25,No,Morning,Ceramic_Hybrid,70,11,26,Assembly_M4,Grinding_M2,28,0,1,0,Low,Hot,0,High
P0175,Grinding_M2,Overloaded,15,15,Yes,Evening,Ceramic_Hybrid,46,26,18,Packaging_Line,Polishing_M3,14,1,3,,High,Normal,1,Medium
P0260,Polishing_M3,Maintenance,1,17,Yes,Night,Bearing_Stainless,27,19,58,Assembly_M4,Assembly_M4,4,1,2,2,Low,Normal,0,Low
P0341,Lathe_M1,Maintenance,20,23,No,Night,Bearing_Stainless,40,29,8,Polishing_M3,Polishing_M3,19,0,2,2,High,Normal,1,Medium
P0347,Lathe_M1,Maintenance,22,19,Yes,Morning,Bearing_Stainless,25,17,51,Grinding_M2,Assembly_M4,16,1,2,0,High,Normal,1,Medium
P0239,Assembly_M4,Busy,21,24,Yes,Evening,Ceramic_Hybrid,57,18,9,Grinding_M2,Lathe_M1,5,1,1,,High,Warm,1,Low
P0252,Grinding_M2,Maintenance,6,17,Yes,Morning,Bearing_Steel_Chrome,68,5,34,Polishing_M3,Polishing_M3,25,1,2,0,Medium,Warm,0,High
P0145,Lathe_M1,Idle,3,27,Yes,Evening,Ceramic_Hybrid,45,22,10,Assembly_M4,Grinding_M2,24,1,0,,Low,Normal,0,High
P0489,Polishing_M3,Busy,14,35,Yes,Morning,Bearing_Steel_Chrome,43,7,16,Polishing_M3,Assembly_M4,14,1,1,0,Medium,Normal,0,Medium
P0162,Grinding_M2,Idle,17,16,No,Morning,Bearing_Stainless,80,25,19,Assembly_M4,Lathe_M1,19,0,0,0,High,Hot,1,Medium
P0146,Assembly_M4,Idle,7,9,No,Night,Ceramic_Hybrid,29,7,27,Grinding_M2,Grinding_M2,3,0,0,2,Medium,Normal,0,Low
P0072,Grinding_M2,Idle,4,37,No,Evening,Bearing_Stainless,67,27,25,Grinding_M2,Polishing_M3,20,0,0,,Low,Warm,0,High
P0218,Polishing_M3,Busy,0,43,Yes,Night,Bearing_Stainless,71,18,33,Assembly_M4,Polishing_M3,8,1,1,2,Low,Hot,0,Low
P0177,Assembly_M4,Busy,1,30,Yes,Morning,Bearing_Steel_Chrome,37,13,41,Packaging_Line,Lathe_M1,13,1,1,0,Low,Normal,0,Medium
P0241,Polishing_M3,Busy,5,29,Yes,Evening,Bearing_Stainless,71,24,26,Assembly_M4,Polishing_M3,21,1,1,,Medium,Hot,0,High
P0289,Polishing_M3,Maintenance,21,34,No,Morning,Bearing_Steel_Chrome,35,5,37,Grinding_M2,Grinding_M2,15,0,2,0,High,Normal,1,Medium
P0475,Lathe_M1,Idle,11,13,No,Night,Ceramic_Hybrid,56,12,41,Grinding_M2,Assembly_M4,24,0,0,2,Medium,Warm,0,High
P0167,Lathe_M1,Maintenance,6,12,No,Morning,Bearing_Steel_Chrome,57,26,5,Polishing_M3,Grinding_M2,3,0,2,0,Medium,Warm,0,Low
P0465,Grinding_M2,Busy,7,32,No,Evening,Bearing_Stainless,67,2,50,Assembly_M4,Assembly_M4,1,0,1,,Medium,Warm,0,Low
P0286,Polishing_M3,Idle,5,31,Yes,Evening,Bearing_Stainless,62,4,14,Assembly_M4,Polishing_M3,12,1,0,,Medium,Warm,0,Medium
P0416,Polishing_M3,Overloaded,9,38,Yes,Morning,Bearing_Stainless,48,29,26,Polishing_M3,Polishing_M3,13,1,3,0,Medium,Normal,0,Medium
P0220,Lathe_M1,Maintenance,15,17,No,Evening,Ceramic_Hybrid,60,5,47,Assembly_M4,Grinding_M2,23,0,2,,High,Warm,1,High
P0119,Grinding_M2,Maintenance,13,36,No,Morning,Ceramic_Hybrid,27,28,23,Grinding_M2,Polishing_M3,22,0,2,0,Medium,Normal,0,High
P0348,Assembly_M4,Busy,24,5,Yes,Night,Bearing_Steel_Chrome,29,18,37,Polishing_M3,Assembly_M4,19,1,1,2,High,Normal,1,Medium
P0290,Assembly_M4,Idle,18,40,No,Night,Bearing_Steel_Chrome,75,7,19,Polishing_M3,Grinding_M2,4,0,0,2,High,Hot,1,Low
P0077,Lathe_M1,Maintenance,23,37,No,Evening,Ceramic_Hybrid,48,28,53,Grinding_M2,Assembly_M4,11,0,2,,High,Normal,1,Medium
P0054,Assembly_M4,Busy,16,27,No,Night,Bearing_Stainless,57,10,50,Grinding_M2,Lathe_M1,15,0,1,2,High,Warm,1,Medium
P0490,Polishing_M3,Busy,23,33,Yes,Morning,Bearing_Steel_Chrome,55,2,38,Polishing_M3,Grinding_M2,18,1,1,0,High,Warm,1,Medium
P0130,Polishing_M3,Busy,17,10,No,Evening,Ceramic_Hybrid,76,9,5,Packaging_Line,Grinding_M2,15,0,1,,High,Hot,1,Medium
P0468,Lathe_M1,Maintenance,9,34,Yes,Night,Bearing_Steel_Chrome,28,11,47,Polishing_M3,Grinding_M2,5,1,2,2,Medium,Normal,0,Low
P0387,Grinding_M2,Busy,8,9,Yes,Night,Bearing_Stainless,35,4,31,Polishing_M3,Lathe_M1,4,1,1,2,Medium,Normal,0,Low
P0002,Polishing_M3,Idle,9,43,Yes,Evening,Bearing_Steel_Chrome,57,28,42,Polishing_M3,Grinding_M2,8,1,0,,Medium,Warm,0,Low
P0471,Assembly_M4,Busy,16,28,Yes,Night,Bearing_Steel_Chrome,63,2,45,Polishing_M3,Grinding_M2,11,1,1,2,High,Warm,1,Medium
P0335,Assembly_M4,Maintenance,18,6,No,Morning,Bearing_Stainless,79,12,39,Grinding_M2,Polishing_M3,17,0,2,0,High,Hot,1,Medium
P0147,Polishing_M3,Maintenance,9,7,No,Morning,Ceramic_Hybrid,46,4,25,Polishing_M3,Lathe_M1,25,0,2,0,Medium,Normal,0,High
P0205,Grinding_M2,Idle,6,6,Yes,Night,Ceramic_Hybrid,25,8,24,Grinding_M2,Lathe_M1,11,1,0,2,Medium,Normal,0,Medium
P0086,Assembly_M4,Busy,22,10,No,Evening,Bearing_Stainless,79,5,55,Packaging_Line,Polishing_M3,28,0,1,,High,Hot,1,High
P0258,Polishing_M3,Idle,20,39,No,Evening,Bearing_Stainless,60,9,54,Grinding_M2,Assembly_M4,4,0,0,,High,Warm,1,Low
P0420,Lathe_M1,Maintenance,10,20,No,Evening,Bearing_Steel_Chrome,27,8,6,Assembly_M4,Polishing_M3,1,0,2,,Medium,Normal,0,Low
P0091,Polishing_M3,Maintenance,0,42,Yes,Evening,Ceramic_Hybrid,75,8,28,Packaging_Line,Polishing_M3,5,1,2,,Low,Hot,0,Low
P0241,Assembly_M4,Overloaded,20,32,Yes,Evening,Bearing_Steel_Chrome,42,25,36,Assembly_M4,Assembly_M4,13,1,3,,High,Normal,1,Medium
P0163,Assembly_M4,Maintenance,0,14,No,Morning,Bearing_Stainless,33,18,37,Grinding_M2,Grinding_M2,1,0,2,0,Low,Normal,0,Low
P0464,Assembly_M4,Idle,6,8,No,Morning,Bearing_Stainless,52,24,57,Grinding_M2,Grinding_M2,12,0,0,0,Medium,Warm,0,Medium
